Idade;Sexo;Grau_Escolaridade;Salario;Tempo_Emprego;Moradia;Valor_Emprestimo;Proposito;Taxa;Comprometimento_Renda;Score_Credito;Inadimplencias_Anteriores;Credito_Concedido
26.0;feminino;Tecnólogo;63974.0;2;HIPOTECA;3600.0;QUITAÇÃO;10.51;0.06;629;No;0
25.0;masculino;Bacharel;49005.0;3;ALUGUEL;6500.0;QUITAÇÃO;11.89;0.13;647;Yes;0
26.0;feminino;Bacharel;48807.0;6;ALUGUEL;6500.0;PROJETO;11.01;0.13;694;No;0
21.0;masculino;Segundo Grau;48967.0;0;ALUGUEL;6500.0;PROJETO;5.79;0.13;611;Yes;0
24.0;feminino;Mestrado;63563.0;5;HIPOTECA;5000.0;PESSOAL;8.32;0.08;671;No;0
22.0;masculino;Tecnólogo;63632.0;2;HIPOTECA;6400.0;EDUCACIONAL;11.34;0.1;577;Yes;0
22.0;feminino;Tecnólogo;43218.0;1;ALUGUEL;6500.0;REFORMA;15.95;0.15;640;No;1
20.0;feminino;Segundo Grau;51391.0;0;ALUGUEL;6500.0;PROJETO;11.71;0.13;630;No;0
25.0;masculino;Mestrado;51261.0;1;ALUGUEL;6500.0;MÉDICO;13.49;0.13;660;Yes;0
23.0;masculino;Segundo Grau;44370.0;5;ALUGUEL;6500.0;QUITAÇÃO;17.49;0.15;676;No;1
22.0;masculino;Bacharel;51873.0;0;ALUGUEL;6500.0;EDUCACIONAL;5.99;0.13;667;Yes;0
23.0;feminino;Segundo Grau;51565.0;5;ALUGUEL;6500.0;PESSOAL;10.37;0.13;640;Yes;0
25.0;feminino;Segundo Grau;64114.0;0;HIPOTECA;1750.0;REFORMA;11.89;0.03;626;Yes;0
23.0;masculino;Bacharel;63857.0;2;HIPOTECA;7500.0;EDUCACIONAL;10.59;0.12;624;Yes;0
21.0;masculino;Bacharel;52390.0;0;ALUGUEL;6500.0;EDUCACIONAL;12.73;0.12;613;Yes;0
23.0;masculino;Mestrado;63492.0;0;HIPOTECA;4750.0;PROJETO;13.35;0.07;610;Yes;0
23.0;feminino;Tecnólogo;54596.0;5;ALUGUEL;6500.0;PROJETO;10.96;0.12;676;Yes;0
21.0;feminino;Segundo Grau;54847.0;0;ALUGUEL;6500.0;PROJETO;10.74;0.12;636;No;0
26.0;feminino;Mestrado;55517.0;1;ALUGUEL;6500.0;MÉDICO;10.99;0.12;661;Yes;0
22.0;masculino;Mestrado;57007.0;0;HIPOTECA;15000.0;QUITAÇÃO;12.86;0.26;622;No;1
23.0;feminino;Bacharel;63604.0;0;HIPOTECA;15000.0;PROJETO;16.49;0.24;611;No;0
22.0;feminino;Tecnólogo;56560.0;0;HIPOTECA;9500.0;QUITAÇÃO;12.69;0.17;616;No;1
22.0;masculino;Bacharel;63919.0;0;HIPOTECA;4000.0;QUITAÇÃO;10.65;0.06;537;No;0
22.0;feminino;Segundo Grau;55065.0;0;ALUGUEL;6500.0;MÉDICO;13.99;0.12;648;No;1
22.0;feminino;Mestrado;64082.0;0;HIPOTECA;8000.0;QUITAÇÃO;15.23;0.12;589;No;0
23.0;masculino;Mestrado;56660.0;0;HIPOTECA;5000.0;MÉDICO;7.49;0.09;608;No;1
22.0;feminino;Tecnólogo;64620.0;3;ALUGUEL;6500.0;EDUCACIONAL;10.65;0.1;612;Yes;0
21.0;masculino;Mestrado;67757.0;0;ALUGUEL;6500.0;QUITAÇÃO;13.98;0.1;659;Yes;0
22.0;masculino;Tecnólogo;71698.0;0;ALUGUEL;6500.0;EDUCACIONAL;10.95;0.09;667;Yes;0
26.0;masculino;Bacharel;63978.0;4;HIPOTECA;15250.0;PESSOAL;9.63;0.24;664;No;0
25.0;feminino;Tecnólogo;63889.0;5;HIPOTECA;7000.0;REFORMA;5.79;0.11;660;No;0
22.0;masculino;Tecnólogo;73167.0;0;ALUGUEL;6500.0;PESSOAL;9.25;0.09;677;No;0
25.0;masculino;Bacharel;63878.0;0;HIPOTECA;9000.0;QUITAÇÃO;7.88;0.14;602;Yes;0
21.0;masculino;Tecnólogo;75542.0;0;ALUGUEL;6500.0;MÉDICO;11.01;0.09;521;Yes;0
22.0;masculino;Bacharel;76758.0;0;ALUGUEL;6500.0;QUITAÇÃO;11.86;0.08;672;No;0
25.0;feminino;Bacharel;80156.0;5;ALUGUEL;6500.0;QUITAÇÃO;10.25;0.08;725;No;0
22.0;feminino;Tecnólogo;64003.0;1;HIPOTECA;6400.0;PESSOAL;14.54;0.1;643;No;0
25.0;feminino;Bacharel;57073.0;2;HIPOTECA;2000.0;PESSOAL;12.69;0.04;540;No;1
23.0;feminino;Bacharel;84651.0;0;ALUGUEL;6500.0;PROJETO;13.23;0.08;624;Yes;0
25.0;feminino;Bacharel;88007.0;3;ALUGUEL;6500.0;REFORMA;7.74;0.07;683;No;0
24.0;masculino;Mestrado;88300.0;0;ALUGUEL;6500.0;QUITAÇÃO;11.01;0.07;703;Yes;0
26.0;masculino;Bacharel;64097.0;2;HIPOTECA;4000.0;PESSOAL;7.4;0.06;642;Yes;0
22.0;masculino;Bacharel;63929.0;2;HIPOTECA;5000.0;EDUCACIONAL;9.63;0.08;607;No;0
25.0;masculino;Bacharel;64325.0;3;HIPOTECA;11000.0;QUITAÇÃO;8.94;0.17;610;Yes;0
24.0;masculino;Bacharel;64267.0;1;HIPOTECA;8000.0;REFORMA;9.38;0.12;619;Yes;0
23.0;masculino;Tecnólogo;64659.0;0;HIPOTECA;8000.0;PESSOAL;7.51;0.12;663;Yes;0
25.0;feminino;Segundo Grau;90886.0;3;ALUGUEL;6500.0;EDUCACIONAL;13.57;0.07;598;Yes;0
23.0;masculino;Tecnólogo;64109.0;0;HIPOTECA;2625.0;EDUCACIONAL;11.71;0.04;657;No;0
23.0;feminino;Bacharel;97267.0;4;ALUGUEL;6500.0;PROJETO;7.51;0.07;670;No;0
23.0;feminino;Segundo Grau;101741.0;1;ALUGUEL;6500.0;PROJETO;11.01;0.06;638;Yes;0
25.0;feminino;Tecnólogo;101928.0;3;ALUGUEL;6500.0;EDUCACIONAL;11.89;0.06;613;Yes;0
24.0;masculino;Bacharel;64270.0;2;HIPOTECA;3600.0;QUITAÇÃO;7.9;0.06;621;Yes;0
25.0;masculino;Segundo Grau;103754.0;3;ALUGUEL;6500.0;QUITAÇÃO;12.98;0.06;633;Yes;0
25.0;feminino;Segundo Grau;57142.0;2;HIPOTECA;6000.0;MÉDICO;5.42;0.11;619;No;1
22.0;feminino;Bacharel;64448.0;2;HIPOTECA;4000.0;PROJETO;10.99;0.06;684;Yes;0
22.0;masculino;Bacharel;64360.0;2;PRÓPRIA;4800.0;EDUCACIONAL;17.49;0.07;629;No;0
24.0;feminino;Tecnólogo;111211.0;3;ALUGUEL;6500.0;EDUCACIONAL;9.88;0.06;595;No;0
23.0;feminino;Segundo Grau;111352.0;0;ALUGUEL;6500.0;PESSOAL;8.0;0.06;633;No;0
22.0;masculino;Mestrado;64128.0;0;PRÓPRIA;7000.0;MÉDICO;6.99;0.11;579;Yes;0
24.0;feminino;Tecnólogo;114911.0;1;ALUGUEL;6500.0;PESSOAL;8.49;0.06;578;Yes;0
26.0;masculino;Tecnólogo;64745.0;4;HIPOTECA;1925.0;MÉDICO;6.76;0.03;698;Yes;0
22.0;feminino;Segundo Grau;64513.0;0;HIPOTECA;7000.0;PESSOAL;6.76;0.11;607;Yes;0
24.0;feminino;Bacharel;64506.0;4;HIPOTECA;4000.0;EDUCACIONAL;7.88;0.06;536;Yes;0
22.0;feminino;Segundo Grau;64559.0;0;HIPOTECA;6000.0;PESSOAL;13.98;0.09;642;Yes;0
22.0;feminino;Mestrado;57573.0;1;ALUGUEL;6550.0;PROJETO;10.65;0.11;686;No;0
23.0;feminino;Segundo Grau;54998.0;0;ALUGUEL;6575.0;MÉDICO;8.0;0.12;489;Yes;0
24.0;masculino;Bacharel;104441.0;2;ALUGUEL;6575.0;EDUCACIONAL;6.99;0.06;567;Yes;0
24.0;masculino;Mestrado;26741.0;1;ALUGUEL;6600.0;EDUCACIONAL;12.68;0.25;586;No;1
26.0;feminino;Mestrado;57291.0;0;HIPOTECA;5000.0;MÉDICO;12.87;0.09;671;No;1
23.0;masculino;Mestrado;27124.0;0;ALUGUEL;6600.0;EDUCACIONAL;11.11;0.24;512;Yes;0
26.0;feminino;Segundo Grau;35609.0;1;ALUGUEL;6600.0;EDUCACIONAL;11.01;0.19;642;No;0
24.0;masculino;Tecnólogo;36878.0;4;ALUGUEL;6600.0;REFORMA;13.06;0.18;642;No;1
22.0;masculino;Segundo Grau;37071.0;2;ALUGUEL;6600.0;MÉDICO;10.33;0.18;641;No;0
23.0;feminino;Bacharel;42595.0;0;ALUGUEL;6600.0;EDUCACIONAL;7.49;0.15;616;Yes;0
26.0;feminino;Mestrado;43010.0;4;ALUGUEL;6600.0;MÉDICO;8.59;0.15;638;No;0
25.0;masculino;Bacharel;44788.0;0;ALUGUEL;6600.0;MÉDICO;11.49;0.15;679;Yes;0
25.0;masculino;Segundo Grau;64594.0;5;PRÓPRIA;7200.0;REFORMA;9.91;0.11;620;Yes;0
22.0;feminino;Mestrado;47824.0;3;ALUGUEL;6600.0;MÉDICO;11.01;0.14;647;No;0
25.0;masculino;Mestrado;64665.0;5;HIPOTECA;6000.0;REFORMA;6.62;0.09;681;No;0
26.0;masculino;Tecnólogo;49975.0;3;ALUGUEL;6600.0;QUITAÇÃO;13.85;0.13;638;Yes;0
26.0;feminino;Tecnólogo;50250.0;4;ALUGUEL;6600.0;QUITAÇÃO;8.0;0.13;605;Yes;0
25.0;masculino;Segundo Grau;51350.0;7;ALUGUEL;6600.0;MÉDICO;10.65;0.13;640;Yes;0
22.0;feminino;Bacharel;51398.0;0;ALUGUEL;6600.0;MÉDICO;16.89;0.13;608;No;1
23.0;feminino;Segundo Grau;58800.0;2;ALUGUEL;6600.0;EDUCACIONAL;11.11;0.11;621;Yes;0
26.0;feminino;Mestrado;64657.0;1;PRÓPRIA;2500.0;REFORMA;9.91;0.04;647;No;0
23.0;masculino;Segundo Grau;63481.0;1;ALUGUEL;6600.0;QUITAÇÃO;7.49;0.1;677;Yes;0
24.0;masculino;Mestrado;64524.0;4;HIPOTECA;8000.0;REFORMA;6.03;0.12;652;No;0
25.0;masculino;Bacharel;57482.0;5;HIPOTECA;12000.0;EDUCACIONAL;6.62;0.21;640;No;1
22.0;masculino;Bacharel;64554.0;0;HIPOTECA;1000.0;QUITAÇÃO;15.27;0.02;626;Yes;0
24.0;feminino;Tecnólogo;63305.0;0;ALUGUEL;6600.0;REFORMA;11.01;0.1;599;Yes;0
21.0;feminino;Tecnólogo;64290.0;1;PRÓPRIA;3000.0;MÉDICO;7.51;0.05;492;Yes;0
26.0;masculino;Mestrado;64333.0;4;HIPOTECA;11500.0;MÉDICO;14.65;0.18;713;No;0
26.0;feminino;Segundo Grau;65919.0;2;ALUGUEL;6600.0;PESSOAL;11.97;0.1;601;No;0
22.0;masculino;Segundo Grau;73248.0;0;ALUGUEL;6600.0;QUITAÇÃO;10.59;0.09;686;No;0
25.0;feminino;Tecnólogo;64605.0;3;HIPOTECA;10800.0;PROJETO;7.51;0.17;627;Yes;0
22.0;masculino;Segundo Grau;73212.0;0;ALUGUEL;6600.0;PESSOAL;10.99;0.09;536;Yes;0
26.0;feminino;Bacharel;64773.0;2;HIPOTECA;2800.0;REFORMA;6.03;0.04;678;No;0
22.0;masculino;Mestrado;77509.0;0;ALUGUEL;6600.0;MÉDICO;8.9;0.09;572;No;0
26.0;feminino;Mestrado;64333.0;4;HIPOTECA;12000.0;PROJETO;5.99;0.19;592;Yes;0
22.0;masculino;Segundo Grau;64798.0;0;HIPOTECA;5025.0;QUITAÇÃO;7.49;0.08;648;No;0
23.0;feminino;Tecnólogo;85052.0;1;ALUGUEL;6600.0;PROJETO;12.84;0.08;646;Yes;0
26.0;feminino;Segundo Grau;65007.0;7;PRÓPRIA;6000.0;PROJETO;9.99;0.09;659;No;0
25.0;feminino;Bacharel;117172.0;4;ALUGUEL;6600.0;PROJETO;11.01;0.06;646;No;0
25.0;feminino;Bacharel;123079.0;3;ALUGUEL;6600.0;PROJETO;10.99;0.05;691;Yes;0
25.0;masculino;Segundo Grau;64356.0;6;HIPOTECA;12375.0;PROJETO;13.49;0.19;619;No;0
24.0;feminino;Mestrado;64562.0;0;HIPOTECA;15000.0;PROJETO;11.01;0.23;648;No;0
22.0;masculino;Mestrado;64481.0;3;HIPOTECA;7350.0;PROJETO;14.79;0.11;672;Yes;0
25.0;feminino;Tecnólogo;16991.0;2;ALUGUEL;6625.0;QUITAÇÃO;8.63;0.39;615;No;1
23.0;masculino;Segundo Grau;21465.0;0;ALUGUEL;6625.0;EDUCACIONAL;6.03;0.31;595;No;1
21.0;masculino;Segundo Grau;34659.0;0;ALUGUEL;6625.0;QUITAÇÃO;13.06;0.19;675;No;1
22.0;masculino;Segundo Grau;57324.0;1;HIPOTECA;24000.0;MÉDICO;10.37;0.42;646;No;1
26.0;masculino;Bacharel;34887.0;3;ALUGUEL;6625.0;EDUCACIONAL;12.92;0.19;620;Yes;0
24.0;masculino;Bacharel;64512.0;1;HIPOTECA;6850.0;PROJETO;6.92;0.11;706;Yes;0
22.0;masculino;Segundo Grau;64285.0;0;HIPOTECA;5000.0;PESSOAL;5.42;0.08;615;Yes;0
24.0;masculino;Bacharel;61110.0;3;ALUGUEL;6625.0;MÉDICO;11.22;0.11;673;Yes;0
24.0;masculino;Bacharel;64560.0;1;HIPOTECA;10000.0;REFORMA;14.91;0.15;632;Yes;0
24.0;masculino;Tecnólogo;69259.0;0;ALUGUEL;6625.0;PROJETO;11.22;0.1;636;No;0
25.0;feminino;Tecnólogo;41519.0;3;ALUGUEL;6650.0;PROJETO;8.9;0.16;661;Yes;0
24.0;feminino;Segundo Grau;68317.0;0;ALUGUEL;6650.0;PROJETO;12.69;0.1;622;No;0
21.0;feminino;Tecnólogo;64263.0;0;HIPOTECA;18000.0;PROJETO;13.8;0.28;663;No;0
22.0;feminino;Tecnólogo;88030.0;1;ALUGUEL;6650.0;PESSOAL;11.01;0.08;667;Yes;0
22.0;masculino;Bacharel;14840.0;1;ALUGUEL;6700.0;EDUCACIONAL;7.66;0.45;543;No;1
21.0;masculino;Bacharel;26675.0;0;ALUGUEL;6700.0;QUITAÇÃO;6.92;0.25;550;No;1
23.0;feminino;Bacharel;31075.0;2;ALUGUEL;6700.0;EDUCACIONAL;13.8;0.22;673;No;0
22.0;masculino;Bacharel;64770.0;3;HIPOTECA;6600.0;PROJETO;14.46;0.1;686;Yes;0
26.0;feminino;Tecnólogo;64553.0;5;HIPOTECA;8000.0;QUITAÇÃO;11.01;0.12;604;Yes;0
22.0;masculino;Bacharel;34173.0;0;ALUGUEL;6700.0;PROJETO;15.31;0.2;696;No;1
22.0;masculino;Bacharel;44175.0;0;ALUGUEL;6700.0;PESSOAL;14.11;0.15;694;No;1
22.0;masculino;Bacharel;64614.0;0;HIPOTECA;8000.0;PROJETO;16.82;0.12;557;Yes;0
22.0;feminino;Bacharel;58689.0;0;ALUGUEL;6700.0;QUITAÇÃO;11.99;0.11;685;Yes;0
22.0;feminino;Segundo Grau;87591.0;0;ALUGUEL;6700.0;PESSOAL;13.47;0.08;645;Yes;0
26.0;masculino;Mestrado;64699.0;4;HIPOTECA;8000.0;QUITAÇÃO;7.88;0.12;621;No;0
23.0;masculino;Segundo Grau;103373.0;5;ALUGUEL;6700.0;MÉDICO;15.23;0.06;623;No;0
23.0;masculino;Bacharel;57255.0;0;HIPOTECA;16000.0;MÉDICO;14.35;0.28;687;No;1
22.0;masculino;Bacharel;64723.0;0;HIPOTECA;7750.0;QUITAÇÃO;7.14;0.12;636;Yes;0
21.0;masculino;Segundo Grau;64804.0;0;PRÓPRIA;14400.0;PESSOAL;11.36;0.22;625;Yes;0
22.0;masculino;Tecnólogo;64602.0;0;HIPOTECA;8000.0;PESSOAL;16.07;0.12;584;No;0
23.0;feminino;Bacharel;85359.0;0;ALUGUEL;6725.0;QUITAÇÃO;6.62;0.08;625;No;0
26.0;masculino;Tecnólogo;50350.0;5;ALUGUEL;6750.0;EDUCACIONAL;5.99;0.13;511;Yes;0
25.0;masculino;Bacharel;51288.0;3;ALUGUEL;6750.0;MÉDICO;17.27;0.13;502;No;1
25.0;feminino;Segundo Grau;91035.0;3;ALUGUEL;6775.0;PROJETO;7.9;0.07;661;No;0
26.0;masculino;Mestrado;64860.0;3;PRÓPRIA;16000.0;PESSOAL;10.25;0.25;635;No;0
24.0;masculino;Mestrado;64653.0;3;PRÓPRIA;9800.0;REFORMA;7.51;0.15;644;No;0
23.0;feminino;Segundo Grau;34106.0;0;ALUGUEL;6800.0;EDUCACIONAL;8.9;0.2;613;Yes;0
22.0;feminino;Tecnólogo;64421.0;0;PRÓPRIA;2250.0;PROJETO;10.62;0.03;599;Yes;0
22.0;feminino;Bacharel;34358.0;2;ALUGUEL;6800.0;MÉDICO;8.49;0.2;670;No;0
24.0;feminino;Bacharel;64558.0;1;PRÓPRIA;3350.0;MÉDICO;6.76;0.05;708;Yes;0
25.0;masculino;Tecnólogo;35579.0;0;ALUGUEL;6800.0;EDUCACIONAL;9.63;0.19;661;Yes;0
22.0;feminino;Tecnólogo;35790.0;0;ALUGUEL;6800.0;PROJETO;10.59;0.19;608;No;0
22.0;masculino;Bacharel;64923.0;1;HIPOTECA;10000.0;EDUCACIONAL;17.39;0.15;686;No;0
24.0;masculino;Mestrado;37614.0;1;ALUGUEL;6800.0;EDUCACIONAL;20.0;0.18;612;No;1
22.0;feminino;Mestrado;45295.0;0;ALUGUEL;6800.0;PESSOAL;7.14;0.15;554;Yes;0
22.0;feminino;Bacharel;64220.0;0;HIPOTECA;2500.0;EDUCACIONAL;7.4;0.04;639;Yes;0
25.0;feminino;Mestrado;64677.0;4;HIPOTECA;10750.0;PROJETO;11.14;0.17;567;Yes;0
25.0;masculino;Segundo Grau;64408.0;4;HIPOTECA;16000.0;MÉDICO;12.53;0.25;603;Yes;0
22.0;masculino;Segundo Grau;39160.0;0;ALUGUEL;6800.0;PROJETO;14.11;0.17;559;No;1
24.0;feminino;Tecnólogo;46725.0;0;ALUGUEL;6800.0;PESSOAL;7.68;0.15;573;Yes;0
24.0;masculino;Segundo Grau;64710.0;1;HIPOTECA;7200.0;REFORMA;14.42;0.11;654;Yes;0
22.0;masculino;Segundo Grau;50288.0;1;ALUGUEL;6800.0;PESSOAL;11.59;0.14;652;Yes;0
21.0;feminino;Mestrado;54920.0;0;ALUGUEL;6800.0;PESSOAL;5.79;0.12;548;Yes;0
24.0;feminino;Tecnólogo;64519.0;0;HIPOTECA;6400.0;EDUCACIONAL;13.67;0.1;640;Yes;0
23.0;masculino;Segundo Grau;56174.0;0;ALUGUEL;6800.0;PROJETO;15.65;0.12;666;No;1
23.0;feminino;Segundo Grau;57332.0;1;ALUGUEL;6800.0;REFORMA;10.65;0.12;535;No;1
22.0;masculino;Segundo Grau;64968.0;0;HIPOTECA;4000.0;QUITAÇÃO;10.39;0.06;567;Yes;0
26.0;feminino;Bacharel;64706.0;5;ALUGUEL;6800.0;EDUCACIONAL;9.91;0.11;593;Yes;0
21.0;masculino;Mestrado;64492.0;1;HIPOTECA;12000.0;PESSOAL;13.24;0.19;530;Yes;0
24.0;feminino;Segundo Grau;64902.0;0;HIPOTECA;21000.0;PROJETO;10.65;0.32;681;Yes;0
25.0;feminino;Bacharel;64752.0;1;HIPOTECA;4800.0;PROJETO;5.42;0.07;687;No;0
26.0;masculino;Bacharel;64499.0;1;HIPOTECA;5000.0;QUITAÇÃO;10.0;0.08;624;Yes;0
24.0;masculino;Tecnólogo;65812.0;1;ALUGUEL;6800.0;REFORMA;10.59;0.1;625;Yes;0
23.0;feminino;Segundo Grau;64230.0;2;HIPOTECA;10000.0;PESSOAL;5.79;0.16;646;Yes;0
24.0;feminino;Segundo Grau;64551.0;5;HIPOTECA;2400.0;QUITAÇÃO;10.36;0.04;598;Yes;0
25.0;masculino;Tecnólogo;64663.0;1;PRÓPRIA;2000.0;EDUCACIONAL;10.75;0.03;683;Yes;0
23.0;masculino;Bacharel;59147.0;1;ALUGUEL;6800.0;PESSOAL;6.54;0.11;574;No;1
22.0;masculino;Tecnólogo;64926.0;0;HIPOTECA;1500.0;EDUCACIONAL;13.79;0.02;672;No;0
23.0;masculino;Tecnólogo;67156.0;0;ALUGUEL;6800.0;PROJETO;11.49;0.1;662;No;0
22.0;masculino;Segundo Grau;67015.0;0;ALUGUEL;6800.0;EDUCACIONAL;11.99;0.1;623;Yes;0
24.0;feminino;Tecnólogo;73058.0;3;ALUGUEL;6800.0;PROJETO;7.51;0.09;574;No;0
22.0;masculino;Bacharel;79795.0;0;ALUGUEL;6800.0;PESSOAL;10.37;0.09;603;Yes;0
26.0;feminino;Bacharel;65106.0;4;PRÓPRIA;13000.0;PROJETO;7.9;0.2;661;Yes;0
25.0;masculino;Bacharel;82731.0;0;ALUGUEL;6800.0;QUITAÇÃO;8.49;0.08;617;Yes;0
22.0;feminino;Segundo Grau;64656.0;0;HIPOTECA;6500.0;EDUCACIONAL;13.61;0.1;683;Yes;0
23.0;masculino;Mestrado;57449.0;0;HIPOTECA;25000.0;MÉDICO;7.49;0.44;705;No;1
26.0;masculino;Bacharel;65079.0;3;HIPOTECA;4000.0;MÉDICO;6.76;0.06;629;Yes;0
23.0;feminino;Bacharel;64691.0;0;HIPOTECA;7000.0;QUITAÇÃO;7.49;0.11;573;Yes;0
24.0;feminino;Segundo Grau;64796.0;3;HIPOTECA;13500.0;PESSOAL;10.99;0.21;654;Yes;0
25.0;masculino;Segundo Grau;85098.0;3;ALUGUEL;6800.0;REFORMA;5.42;0.08;618;Yes;0
22.0;masculino;Segundo Grau;93312.0;0;ALUGUEL;6800.0;EDUCACIONAL;13.22;0.07;625;Yes;0
25.0;feminino;Mestrado;116378.0;0;ALUGUEL;6500.0;MÉDICO;14.61;0.06;655;No;1
23.0;feminino;Segundo Grau;30638.0;0;ALUGUEL;6475.0;QUITAÇÃO;9.91;0.21;484;Yes;0
25.0;masculino;Segundo Grau;64539.0;4;ALUGUEL;6475.0;PESSOAL;10.59;0.1;652;Yes;0
23.0;masculino;Bacharel;96701.0;2;ALUGUEL;6475.0;PESSOAL;6.99;0.07;496;No;1
26.0;masculino;Tecnólogo;58104.0;1;HIPOTECA;6000.0;REFORMA;14.61;0.1;672;No;1
22.0;masculino;Segundo Grau;36054.0;0;ALUGUEL;6450.0;REFORMA;11.01;0.18;637;No;1
26.0;feminino;Segundo Grau;65442.0;4;PRÓPRIA;13600.0;EDUCACIONAL;10.99;0.21;698;Yes;0
25.0;masculino;Segundo Grau;38245.0;3;ALUGUEL;6450.0;REFORMA;14.42;0.17;691;No;1
25.0;feminino;Bacharel;65329.0;0;PRÓPRIA;15000.0;EDUCACIONAL;6.03;0.23;589;Yes;0
24.0;masculino;Segundo Grau;85055.0;2;ALUGUEL;6425.0;MÉDICO;13.72;0.08;631;No;0
23.0;feminino;Tecnólogo;65297.0;0;HIPOTECA;2000.0;QUITAÇÃO;9.62;0.03;590;No;0
21.0;masculino;Segundo Grau;24786.0;0;ALUGUEL;6400.0;PESSOAL;10.99;0.26;522;No;1
22.0;feminino;Mestrado;29941.0;0;ALUGUEL;6400.0;EDUCACIONAL;11.01;0.21;552;No;0
21.0;feminino;Bacharel;29507.0;0;ALUGUEL;6400.0;EDUCACIONAL;10.95;0.22;655;Yes;0
23.0;feminino;Mestrado;30829.0;0;ALUGUEL;6400.0;EDUCACIONAL;12.84;0.21;636;No;0
24.0;masculino;Tecnólogo;32793.0;0;ALUGUEL;6400.0;MÉDICO;10.37;0.2;635;Yes;0
24.0;masculino;Tecnólogo;34328.0;0;ALUGUEL;6400.0;PROJETO;14.75;0.19;619;No;0
22.0;masculino;Bacharel;35930.0;3;ALUGUEL;6400.0;EDUCACIONAL;11.01;0.18;710;No;0
25.0;masculino;Tecnólogo;35939.0;6;ALUGUEL;6400.0;REFORMA;16.29;0.18;511;No;1
23.0;feminino;Tecnólogo;37183.0;0;ALUGUEL;6400.0;EDUCACIONAL;6.99;0.17;626;No;0
26.0;masculino;Bacharel;65368.0;5;HIPOTECA;6000.0;PESSOAL;7.88;0.09;612;Yes;0
22.0;masculino;Mestrado;37042.0;1;ALUGUEL;6400.0;REFORMA;15.99;0.17;597;No;1
23.0;masculino;Mestrado;36967.0;1;ALUGUEL;6400.0;PROJETO;11.01;0.17;641;Yes;0
23.0;masculino;Bacharel;36909.0;0;ALUGUEL;6400.0;MÉDICO;11.01;0.17;687;Yes;0
23.0;feminino;Bacharel;65367.0;0;HIPOTECA;15000.0;EDUCACIONAL;10.75;0.23;657;Yes;0
21.0;feminino;Tecnólogo;65121.0;0;HIPOTECA;16000.0;EDUCACIONAL;15.65;0.25;640;Yes;0
22.0;masculino;Bacharel;37187.0;2;ALUGUEL;6400.0;QUITAÇÃO;16.0;0.17;596;No;1
23.0;feminino;Tecnólogo;65666.0;0;HIPOTECA;8600.0;EDUCACIONAL;6.03;0.13;603;No;0
25.0;masculino;Mestrado;65626.0;2;HIPOTECA;10750.0;REFORMA;5.79;0.16;667;Yes;0
25.0;masculino;Bacharel;38067.0;4;ALUGUEL;6400.0;MÉDICO;11.49;0.17;541;No;0
26.0;feminino;Bacharel;38684.0;0;ALUGUEL;6400.0;PROJETO;7.51;0.17;615;No;0
24.0;feminino;Bacharel;65602.0;2;HIPOTECA;6000.0;QUITAÇÃO;10.99;0.09;624;Yes;0
23.0;masculino;Tecnólogo;58085.0;0;HIPOTECA;18000.0;MÉDICO;10.95;0.31;609;No;1
22.0;feminino;Tecnólogo;65917.0;1;HIPOTECA;6000.0;PESSOAL;8.9;0.09;644;No;0
22.0;masculino;Tecnólogo;38429.0;0;ALUGUEL;6400.0;MÉDICO;9.32;0.17;642;Yes;0
22.0;feminino;Segundo Grau;65391.0;0;HIPOTECA;11700.0;MÉDICO;12.87;0.18;603;Yes;0
21.0;feminino;Mestrado;65323.0;0;HIPOTECA;12000.0;QUITAÇÃO;10.0;0.18;597;Yes;0
21.0;masculino;Segundo Grau;65526.0;0;HIPOTECA;2700.0;PESSOAL;14.72;0.04;678;Yes;0
22.0;masculino;Bacharel;65766.0;1;HIPOTECA;11500.0;PROJETO;5.99;0.17;634;Yes;0
22.0;masculino;Segundo Grau;65826.0;0;PRÓPRIA;6400.0;PESSOAL;9.62;0.1;612;No;0
23.0;masculino;Tecnólogo;65674.0;0;HIPOTECA;2000.0;EDUCACIONAL;10.74;0.03;637;Yes;0
26.0;masculino;Bacharel;39182.0;4;ALUGUEL;6400.0;PROJETO;14.35;0.16;664;Yes;0
22.0;feminino;Segundo Grau;65809.0;0;HIPOTECA;5000.0;MÉDICO;6.03;0.08;619;Yes;0
23.0;feminino;Tecnólogo;39117.0;0;ALUGUEL;6400.0;EDUCACIONAL;8.9;0.16;687;Yes;0
24.0;feminino;Bacharel;40625.0;3;ALUGUEL;6400.0;MÉDICO;9.99;0.16;605;No;0
26.0;feminino;Segundo Grau;42121.0;8;ALUGUEL;6400.0;REFORMA;17.49;0.15;553;No;1
26.0;feminino;Segundo Grau;66035.0;1;HIPOTECA;5000.0;EDUCACIONAL;6.62;0.08;646;No;0
21.0;masculino;Tecnólogo;43208.0;0;ALUGUEL;6400.0;MÉDICO;12.69;0.15;672;No;0
22.0;masculino;Segundo Grau;35804.0;2;ALUGUEL;6400.0;QUITAÇÃO;15.95;0.18;676;No;1
22.0;masculino;Bacharel;66151.0;0;HIPOTECA;15750.0;PESSOAL;6.62;0.24;662;Yes;0
23.0;masculino;Bacharel;42831.0;0;ALUGUEL;6400.0;EDUCACIONAL;11.01;0.15;633;Yes;0
